,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-130222586.577833,0.230932,9892300000.0,-563900000.0,-563900000.0,6648900000.0,120200000.0,18786500000.0,9328400000.0,9208200000.0,,,,7082577413.422167,6648900000.0,19437700000.0,,8311125000.0,8311125000.0,0.8,0.8,6648900000.0,6648900000.0,0.0,6648900000.0,6648900000.0,6648900000.0,1996500000.0,8645400000.0,1100000.0,-694900000.0,131400000.0,563500000.0,,,,,9208200000.0,651200000.0,613400000.0,120200000.0,,120200000.0,,,,,9859400000.0,18786500000.0,28645900000.0,28645900000.0,783988436468.1244
2025-06-30,-7065437.15486,0.229397,7714500000.0,-30800000.0,-30800000.0,5833000000.0,110900000.0,17447900000.0,7683700000.0,7572800000.0,,,,5856734562.84514,5833000000.0,18115700000.0,,8332857143.0,8332857143.0,0.7,0.7,5833000000.0,5833000000.0,0.0,5833000000.0,5833000000.0,5833000000.0,1736400000.0,7569400000.0,27400000.0,-410900000.0,,410900000.0,,,,,7572800000.0,667800000.0,645400000.0,110900000.0,,110900000.0,,,,,8240600000.0,17447900000.0,25688500000.0,25688500000.0,1015358630159.619
2025-03-31,30320916.985064,0.184884,8050900000.0,164000000.0,164000000.0,5866800000.0,110900000.0,16243700000.0,8214900000.0,8104000000.0,,,,5733120916.985064,5866800000.0,17626000000.0,,,,,,5866800000.0,5866800000.0,0.0,5866800000.0,5866800000.0,5866800000.0,1330700000.0,7197500000.0,600000.0,-106800000.0,,79600000.0,,,,,5245500000.0,1382300000.0,140800000.0,110900000.0,,-3200000.0,,,,,6627800000.0,16243700000.0,22871500000.0,22871500000.0,
2024-12-31,13329219.376736,0.23141,7115100000.0,57600000.0,57600000.0,5480200000.0,101300000.0,16375400000.0,7172700000.0,7071400000.0,,,,5435929219.376736,5480200000.0,16867900000.0,,8303333333.0,8303333333.0,0.66,0.66,5480200000.0,5480200000.0,0.0,5480200000.0,5480200000.0,5480200000.0,1650000000.0,7130200000.0,1200000.0,-354700000.0,,354700000.0,,,,,7071400000.0,492500000.0,528200000.0,101300000.0,,101300000.0,,,,,7563900000.0,16375400000.0,23939300000.0,23939300000.0,1058010718087.0026
2024-09-30,92190919.882983,0.228932,6369800000.0,402700000.0,402700000.0,5456000000.0,100200000.0,16352000000.0,6772500000.0,6672300000.0,,,,5145490919.882983,5456000000.0,16851700000.0,,7907246377.0,7907246377.0,0.69,0.69,5456000000.0,5456000000.0,0.0,5456000000.0,5456000000.0,5456000000.0,1619900000.0,7075900000.0,900000.0,-49800000.0,,49800000.0,,,,,6672300000.0,499700000.0,524500000.0,100200000.0,,100200000.0,,,,,7172000000.0,16352000000.0,23524000000.0,23524000000.0,1218190357535.8193
