,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-436246331.231084,0.261758,105612700000.0,-1666600000.0,-1666600000.0,71884000000.0,1013869100000.0,103946100000.0,103946100000.0,-6574200000.0,6574200000.0,73114353668.76892,71884000000.0,1093214600000.0,4273721760.0,4273721760.0,16.82,16.82,71884000000.0,71884000000.0,0.0,71884000000.0,0.0,71884000000.0,71884000000.0,25487900000.0,97371900000.0,6456700000.0,-1666600000.0,-6574200000.0,6574200000.0,97079700000.0,79345500000.0,70689900000.0,176425200000.0,1013869100000.0,1190294300000.0,1190294300000.0,1596085611871.2012
2025-06-30,-154380174.014196,0.229119,96968000000.0,-673800000.0,-673800000.0,68390200000.0,976937700000.0,96294200000.0,96294200000.0,-7577300000.0,7577300000.0,68909619825.98581,68390200000.0,1047624600000.0,4271717676.0,4271717676.0,16.01,16.01,68390200000.0,68390200000.0,0.0,68390200000.0,0.0,68390200000.0,68390200000.0,20326700000.0,88716900000.0,7497100000.0,-673800000.0,-7577300000.0,7577300000.0,77889900000.0,70686900000.0,61612500000.0,148576800000.0,976937700000.0,1125514500000.0,1125514500000.0,1330942627385.2183
2025-03-31,-424725528.256195,0.255213,69450300000.0,-1664200000.0,-1664200000.0,43918300000.0,1046485300000.0,67786100000.0,67786100000.0,6708900000.0,8818500000.0,45157774471.743805,43918300000.0,1033421500000.0,,,,,43918300000.0,43918300000.0,0.0,43918300000.0,0.0,43918300000.0,43918300000.0,15049300000.0,58967600000.0,-10292600000.0,-2195100000.0,6708900000.0,8818500000.0,63539700000.0,-13063800000.0,-23152000000.0,50475900000.0,1046485300000.0,1096961200000.0,1096961200000.0,
2024-12-31,-170342257.128767,0.286338,62537200000.0,-594900000.0,-594900000.0,38059400000.0,997379000000.0,61942300000.0,61942300000.0,-8612600000.0,8612600000.0,38483957742.87123,38059400000.0,1074501000000.0,4271537598.0,4271537598.0,8.91,8.91,38059400000.0,38059400000.0,0.0,38059400000.0,0.0,38059400000.0,38059400000.0,15270300000.0,53329700000.0,6077900000.0,-594900000.0,-8612600000.0,8612600000.0,57157700000.0,77122000000.0,65046400000.0,134279700000.0,997379000000.0,1131658700000.0,1131658700000.0,1149800466501.587
2024-09-30,-193905170.234705,0.257442,40916900000.0,-753200000.0,-753200000.0,22972300000.0,931104700000.0,40163700000.0,40163700000.0,-9227000000.0,9227000000.0,23531594829.765293,22972300000.0,1000468200000.0,4269944238.0,4269944238.0,5.38,5.38,22972300000.0,22972300000.0,0.0,22972300000.0,0.0,22972300000.0,22972300000.0,7964400000.0,30936700000.0,6974500000.0,-753200000.0,-9227000000.0,9227000000.0,27384500000.0,69363500000.0,61632400000.0,96748000000.0,931104700000.0,1027852700000.0,1027852700000.0,1453957842021.5562
