,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
2025-12-31,0.0,0.236773,0.0,0.0,52536700000.0,82289200000.0,227087900000.0,309377100000.0,52536700000.0,52536700000.0,9073696028.0,9073696028.0,5.79,5.79,52536700000.0,52536700000.0,52536700000.0,793000000.0,51743700000.0,0.0,51743700000.0,15103300000.0,63788100000.0,0.0,23493500000.0,-21587700000.0,103805700000.0,103805700000.0,1405606284926.3472
2025-06-30,0.0,0.233364,0.0,0.0,50279800000.0,95308200000.0,219921600000.0,315229800000.0,50279800000.0,50279800000.0,9076562500.0,9076562500.0,3.52,3.52,31949500000.0,31949500000.0,31949500000.0,-377000000.0,32326500000.0,-18330300000.0,50656800000.0,14721400000.0,63083500000.0,0.0,112886500000.0,62923400000.0,194493500000.0,194493500000.0,1036543409800.5295
2025-03-31,4840789.859339,0.213288,22696000.0,22696000.0,50701941000.0,99396083000.0,215559553000.0,314955636000.0,50684085789.85934,50701941000.0,,,,,50701941000.0,50701941000.0,50701941000.0,-410355000.0,51112296000.0,0.0,51112299000.0,14784799000.0,69318398000.0,22696000.0,102187656000.0,11630851000.0,197926175000.0,197926175000.0,
2024-12-31,0.0,0.245451,0.0,0.0,42141600000.0,95873300000.0,211634000000.0,307507300000.0,42141600000.0,42141600000.0,9062709677.0,9062709677.0,4.65,4.65,42141600000.0,42141600000.0,42141600000.0,-415200000.0,42556800000.0,0.0,42556800000.0,13535500000.0,55145500000.0,0.0,87691300000.0,41202200000.0,162665000000.0,162665000000.0,875972856227.5802
2024-09-30,0.0,0.256179,0.0,0.0,41877600000.0,97546600000.0,204271900000.0,301818500000.0,41877600000.0,41877600000.0,9064415584.0,9064415584.0,4.62,4.62,41877600000.0,41877600000.0,41877600000.0,-389900000.0,42267500000.0,0.0,42267500000.0,14121900000.0,55125100000.0,0.0,94785900000.0,49415900000.0,175788600000.0,175788600000.0,974235049520.6362
