,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Market Cap
2025-12-31,0.0,0.250525,108107500000.0,39263400000.0,33814600000.0,108107500000.0,74292900000.0,-21905000000.0,21905000000.0,39263400000.0,39263400000.0,51235700000.0,9299911111.0,9299911111.0,4.5,4.5,41849600000.0,41849600000.0,0.0,41849600000.0,41849600000.0,2586200000.0,39263400000.0,13124500000.0,52387900000.0,2039900000.0,-21905000000.0,21905000000.0,72715200000.0,51235700000.0,10828300000.0,33814600000.0,33814600000.0,123950900000.0,123950900000.0,2433438331654.954
2025-06-30,0.0,0.202529,93505000000.0,34177600000.0,31304700000.0,93505000000.0,62200300000.0,-19342800000.0,19342800000.0,34177600000.0,34177600000.0,51799500000.0,9309179487.0,9309179487.0,3.9,3.9,36305800000.0,36305800000.0,0.0,36305800000.0,36305800000.0,2128200000.0,34177600000.0,8679900000.0,42857500000.0,2482000000.0,-19342800000.0,19342800000.0,60162700000.0,51799500000.0,14089100000.0,31304700000.0,31304700000.0,111962200000.0,111962200000.0,2703464644230.2896
2025-03-31,0.0,0.18335,109193200000.0,40924800000.0,31955100000.0,105094700000.0,73139600000.0,-2620500000.0,23026600000.0,40924800000.0,40924800000.0,52472600000.0,,,,,41428700000.0,41428700000.0,0.0,41428700000.0,41428700000.0,503900000.0,40924800000.0,9188200000.0,50113000000.0,3154500000.0,-23026600000.0,27125100000.0,66291900000.0,23096300000.0,-13702700000.0,31955100000.0,30695500000.0,122753500000.0,122753500000.0,
2024-12-31,0.0,0.222059,100429200000.0,38191600000.0,32161900000.0,100429200000.0,68267300000.0,-19174100000.0,19174100000.0,38191600000.0,38191600000.0,49112400000.0,9305132530.0,9305132530.0,4.15,4.15,38616300000.0,38616300000.0,0.0,38616300000.0,38616300000.0,424700000.0,38191600000.0,10901600000.0,49093200000.0,5100300000.0,-19174100000.0,19174100000.0,63217900000.0,49112400000.0,10983100000.0,32161900000.0,32161900000.0,112330300000.0,112330300000.0,2749428695663.7017
2024-09-30,0.0,0.199579,101648800000.0,35472500000.0,32920600000.0,101648800000.0,68728200000.0,-24410900000.0,24410900000.0,35472500000.0,35472500000.0,48685000000.0,9296617647.0,9296617647.0,4.08,4.08,37930200000.0,37930200000.0,0.0,37930200000.0,37930200000.0,2457700000.0,35472500000.0,8844800000.0,44317300000.0,5681700000.0,-24410900000.0,24410900000.0,64092600000.0,48685000000.0,9555000000.0,32920600000.0,32920600000.0,112777600000.0,112777600000.0,3095343571703.904
