,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,1031596169.209485,0.224275,36512200000.0,4599700000.0,4599700000.0,7719800000.0,12079000000.0,78630300000.0,41111900000.0,29032900000.0,-13636600000.0,13636600000.0,4151696169.209485,7719800000.0,121014000000.0,3203236515.0,3203236515.0,2.41,2.41,7719800000.0,7719800000.0,0.0,7719800000.0,-4223500000.0,11943300000.0,11943300000.0,3453000000.0,15396300000.0,3976200000.0,4599700000.0,-4599700000.0,,0.0,0.0,-13636600000.0,13636600000.0,18470100000.0,42383700000.0,18339800000.0,12079000000.0,12079000000.0,60853800000.0,78630300000.0,139484100000.0,139484100000.0,1215948600645.0042
2025-09-30,531168364.783618,0.258652,39552400000.0,2053600000.0,2053600000.0,9194400000.0,11620500000.0,93555200000.0,41606000000.0,29985500000.0,-13186500000.0,13186500000.0,7671968364.783618,9194400000.0,134050100000.0,3192500000.0,3192500000.0,2.88,2.88,9194400000.0,9194400000.0,0.0,9194400000.0,-3259500000.0,12453900000.0,12453900000.0,4345100000.0,16799000000.0,5242100000.0,2053600000.0,-2053600000.0,,0.0,0.0,-13186500000.0,13186500000.0,21399000000.0,40494900000.0,17853300000.0,11620500000.0,11620500000.0,61893900000.0,93555200000.0,155449100000.0,155449100000.0,1240765105514.5264
2025-06-30,0.0,0.22053,40595900000.0,0.0,0.0,10598600000.0,11609100000.0,111189700000.0,40595900000.0,28986800000.0,-12792200000.0,12792200000.0,10598600000.0,10598600000.0,150569700000.0,3201993958.0,3201993958.0,3.31,3.31,10598600000.0,10598600000.0,0.0,10598600000.0,-2024600000.0,12623200000.0,12623200000.0,3571400000.0,16194600000.0,-2090500000.0,0.0,,,0.0,0.0,-12792200000.0,12792200000.0,29781000000.0,39380000000.0,16157300000.0,11609100000.0,11609100000.0,69161000000.0,111189700000.0,180350700000.0,180350700000.0,1298248489357.9404
2025-03-31,-571713269.445955,0.183536,37947300000.0,-2055000000.0,-3115000000.0,10428300000.0,11162800000.0,143737300000.0,35892300000.0,24729500000.0,-4520500000.0,8732600000.0,14031586730.554045,10428300000.0,137622100000.0,,,,,10428300000.0,10428300000.0,0.0,10428300000.0,-2632600000.0,13060900000.0,13060900000.0,2936000000.0,15996900000.0,1288800000.0,-4147800000.0,2651400000.0,,,0.0,-4520500000.0,8732600000.0,19831800000.0,-6115200000.0,-25811000000.0,11162800000.0,8642000000.0,13716600000.0,143737300000.0,157453900000.0,157453900000.0,
2024-12-31,0.0,0.184768,36675800000.0,0.0,0.0,10307000000.0,10409900000.0,92951800000.0,36675800000.0,26265900000.0,-11699000000.0,11699000000.0,10307000000.0,10307000000.0,130794500000.0,3200931677.0,3200931677.0,3.22,3.22,10307000000.0,10307000000.0,0.0,10307000000.0,-1568400000.0,11875400000.0,11875400000.0,2691500000.0,14566900000.0,1288000000.0,0.0,,,0.0,0.0,-11699000000.0,11699000000.0,23116100000.0,37842700000.0,16853400000.0,10409900000.0,10409900000.0,60958800000.0,92951800000.0,153910600000.0,153910600000.0,1248696458797.4124
