,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-699505680.685669,0.256794,23448000000.0,-2724000000.0,-2724000000.0,11220000000.0,4737000000.0,91053000000.0,20724000000.0,15987000000.0,-936000000.0,936000000.0,13244494319.314331,11220000000.0,125013000000.0,887658228.0,886255924.0,12.64,12.66,11220000000.0,11220000000.0,0.0,11220000000.0,34000000.0,11186000000.0,11186000000.0,3865000000.0,15051000000.0,-217000000.0,-2724000000.0,2724000000.0,-936000000.0,936000000.0,18919000000.0,33960000000.0,29223000000.0,4737000000.0,4737000000.0,52879000000.0,91053000000.0,143932000000.0,143932000000.0,1409944571128.7075
2025-06-30,0.0,0.302392,21540000000.0,0.0,0.0,11406000000.0,4581000000.0,88097000000.0,21540000000.0,16959000000.0,-778000000.0,778000000.0,11406000000.0,11406000000.0,118741000000.0,886936236.0,886247086.0,12.86,12.87,11406000000.0,11406000000.0,0.0,11406000000.0,118000000.0,11288000000.0,11288000000.0,4893000000.0,16181000000.0,2183000000.0,0.0,,-778000000.0,778000000.0,14771000000.0,30644000000.0,26063000000.0,4581000000.0,4581000000.0,45415000000.0,88097000000.0,133512000000.0,133512000000.0,1453057163386.4988
2025-03-31,169932796.066111,0.22012,19071000000.0,1045000000.0,772000000.0,11667000000.0,4621000000.0,120748000000.0,20116000000.0,15495000000.0,1113000000.0,853000000.0,11337932796.06611,11667000000.0,119494000000.0,,,,,11667000000.0,11667000000.0,0.0,11667000000.0,248000000.0,11419000000.0,11419000000.0,3223000000.0,14642000000.0,786000000.0,-532000000.0,-34000000.0,1113000000.0,853000000.0,14346000000.0,-1254000000.0,-50663000000.0,4621000000.0,-2578000000.0,13092000000.0,120748000000.0,133840000000.0,133840000000.0,
2024-12-31,0.0,0.23786,18321000000.0,0.0,0.0,9832000000.0,4588000000.0,88831000000.0,18321000000.0,13733000000.0,-759000000.0,759000000.0,9832000000.0,9832000000.0,119354000000.0,887364621.0,885765766.0,11.08,11.1,9832000000.0,9832000000.0,0.0,9832000000.0,-56000000.0,9888000000.0,9888000000.0,3086000000.0,12974000000.0,165000000.0,0.0,,-759000000.0,759000000.0,13502000000.0,30523000000.0,25935000000.0,4588000000.0,4588000000.0,44025000000.0,88831000000.0,132856000000.0,132856000000.0,1468796428809.0205
2024-09-30,0.0,0.266122,22723000000.0,0.0,0.0,12501000000.0,4698000000.0,90242000000.0,22723000000.0,18025000000.0,-890000000.0,890000000.0,12501000000.0,12501000000.0,120328000000.0,886595745.0,885339943.0,14.1,14.12,12501000000.0,12501000000.0,0.0,12501000000.0,-74000000.0,12575000000.0,12575000000.0,4560000000.0,17135000000.0,5215000000.0,0.0,,-890000000.0,890000000.0,12804000000.0,30086000000.0,25388000000.0,4698000000.0,4698000000.0,42890000000.0,90242000000.0,133132000000.0,133132000000.0,1345011640387.816
