,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-411602116.434939,0.294254,88047500000.0,-1398800000.0,-1398800000.0,26887000000.0,30488100000.0,224417500000.0,86648700000.0,56160600000.0,-17472900000.0,17472900000.0,27874197883.56506,26887000000.0,514951600000.0,12447685185.0,12447685185.0,2.16,2.16,26887000000.0,26887000000.0,0.0,26887000000.0,-416700000.0,27303700000.0,27303700000.0,11384000000.0,38687700000.0,5010900000.0,-1398800000.0,-7345400000.0,941800000.0,7802400000.0,-17472900000.0,17472900000.0,51508900000.0,290534100000.0,200077700000.0,30488100000.0,30488100000.0,342043000000.0,224417500000.0,566460500000.0,566460500000.0,2241579170907.1924
2025-09-30,-1034858141.798521,0.246155,93108400000.0,-4204100000.0,-4204100000.0,31017500000.0,28930000000.0,244260800000.0,88904300000.0,59974300000.0,-17749600000.0,17749600000.0,34186741858.20148,31017500000.0,522125000000.0,12456827309.0,12456827309.0,2.49,2.49,31017500000.0,31017500000.0,0.0,31017500000.0,-813400000.0,31830900000.0,31830900000.0,10393800000.0,42224700000.0,3635500000.0,-4204100000.0,990900000.0,1668200000.0,1545000000.0,-17749600000.0,17749600000.0,60035400000.0,277864200000.0,190175900000.0,28930000000.0,28930000000.0,337899600000.0,244260800000.0,582160400000.0,582160400000.0,2102338798161.238
2025-06-30,-456493493.485661,0.345514,77959300000.0,-1321200000.0,-1321200000.0,20776800000.0,27443000000.0,205786600000.0,76638100000.0,49195100000.0,-18524300000.0,18524300000.0,21641506506.51434,20776800000.0,480608300000.0,12441197605.0,12441197605.0,1.67,1.67,20776800000.0,20776800000.0,0.0,20776800000.0,703200000.0,20073600000.0,20073600000.0,10597200000.0,30670800000.0,2886700000.0,-1321200000.0,282000000.0,0.0,1039200000.0,-18524300000.0,18524300000.0,46832400000.0,274821700000.0,185733500000.0,27443000000.0,27443000000.0,321654100000.0,205786600000.0,527440700000.0,527440700000.0,1987605661033.2605
2025-03-31,449430000.0,0.3,65636600000.0,1498100000.0,1498100000.0,13008100000.0,27250300000.0,528024000000.0,67134700000.0,39884400000.0,-9942000000.0,17887500000.0,11959430000.0,13008100000.0,522872700000.0,,,,,13008100000.0,13008100000.0,0.0,13008100000.0,999300000.0,12008800000.0,12008800000.0,9988100000.0,21996900000.0,-9433700000.0,-1626300000.0,-2302800000.0,1005800000.0,2923300000.0,-9942000000.0,17887500000.0,34197200000.0,-5151300000.0,-265361500000.0,27250300000.0,27250300000.0,29045900000.0,528024000000.0,557069900000.0,557069900000.0,
2024-12-31,-378570000.0,0.3,61715000000.0,-1261900000.0,-1261900000.0,3266400000.0,25691900000.0,239304400000.0,60453100000.0,34761200000.0,-18040900000.0,18040900000.0,4149730000.0,3266400000.0,498969800000.0,12563076923.0,12563076923.0,0.26,0.26,3266400000.0,3266400000.0,0.0,3266400000.0,311500000.0,2954900000.0,2954900000.0,13765400000.0,16720300000.0,2210300000.0,-1261900000.0,-727200000.0,186000000.0,1803100000.0,-18040900000.0,18040900000.0,33343000000.0,259665400000.0,177419000000.0,25691900000.0,25691900000.0,293008400000.0,239304400000.0,532312800000.0,532312800000.0,1694808841542.3572
