,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-138328693.829425,0.297609,32349800000.0,-464800000.0,-464800000.0,10237000000.0,13208300000.0,167687800000.0,31885000000.0,18676700000.0,-3410700000.0,3410700000.0,10563471306.170574,10237000000.0,294630500000.0,10553608247.0,10553608247.0,0.97,0.97,10237000000.0,10237000000.0,0.0,10237000000.0,-485700000.0,10722700000.0,10722700000.0,4543300000.0,15266000000.0,513700000.0,-464800000.0,332800000.0,132000000.0,-3410700000.0,3410700000.0,17222400000.0,126942700000.0,37977700000.0,13208300000.0,1537200000.0,11671100000.0,144165100000.0,167687800000.0,311852900000.0,311852900000.0,1265799798910.8252
2025-09-30,-114407327.345777,0.316392,28775700000.0,-361600000.0,-361600000.0,8270000000.0,12178600000.0,165029400000.0,28414100000.0,16235500000.0,-3865400000.0,3865400000.0,8517192672.654223,8270000000.0,284831500000.0,10602564103.0,10602564103.0,0.78,0.78,8270000000.0,8270000000.0,0.0,8270000000.0,-186300000.0,8456300000.0,8456300000.0,3913800000.0,12370100000.0,1212200000.0,-361600000.0,,,-3865400000.0,3865400000.0,13928600000.0,119802100000.0,36192600000.0,12178600000.0,1361100000.0,10817500000.0,133730700000.0,165029400000.0,298760100000.0,298760100000.0,1120160913660.179
2025-06-30,-416042135.024775,0.304815,26630900000.0,-1364900000.0,-1364900000.0,5118400000.0,12297200000.0,161423300000.0,25266000000.0,12968800000.0,-4250400000.0,4250400000.0,6067257864.975225,5118400000.0,287142100000.0,10663333333.0,10663333333.0,0.48,0.48,5118400000.0,5118400000.0,0.0,5118400000.0,-942500000.0,6060900000.0,6060900000.0,2657500000.0,8718400000.0,804800000.0,-1364900000.0,,,-4250400000.0,4250400000.0,12286200000.0,125718800000.0,36750900000.0,12297200000.0,1967900000.0,10329300000.0,138005000000.0,161423300000.0,299428300000.0,299428300000.0,1100669279649.0244
2025-03-31,293726985.19193,0.109152,23305800000.0,2691000000.0,2691000000.0,10504600000.0,12136300000.0,169783400000.0,25996800000.0,13860500000.0,-1951300000.0,1340300000.0,8107326985.19193,10504600000.0,279234100000.0,,,,,11349600000.0,10504600000.0,0.0,10504600000.0,-649000000.0,11153600000.0,11153600000.0,1366600000.0,12520200000.0,-3363200000.0,1718000000.0,,,-1951300000.0,1340300000.0,11959200000.0,109450700000.0,-18842500000.0,12136300000.0,1602300000.0,10534000000.0,121409900000.0,169783400000.0,291193300000.0,291193300000.0,
2024-12-31,0.0,0.255223,29001600000.0,0.0,0.0,8786300000.0,11123600000.0,146336800000.0,29001600000.0,17878000000.0,-4661300000.0,4661300000.0,8786300000.0,8786300000.0,256581700000.0,10982875000.0,10982875000.0,0.8,0.8,8786300000.0,8786300000.0,0.0,8786300000.0,-1057200000.0,9843500000.0,9843500000.0,3373200000.0,13216700000.0,1112000000.0,0.0,,,-4661300000.0,4661300000.0,15734400000.0,110244900000.0,32293500000.0,11123600000.0,1339100000.0,9784500000.0,125979300000.0,146336800000.0,272316100000.0,272316100000.0,1136111183498.3826
