,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-243584084.527856,0.286907,19278000000.0,-849000000.0,-849000000.0,10421000000.0,3596000000.0,18363000000.0,18429000000.0,14833000000.0,-1299000000.0,1299000000.0,11026415915.472143,10421000000.0,54880000000.0,1005888031.0,1005888031.0,10.36,10.36,10421000000.0,10421000000.0,0.0,10421000000.0,192000000.0,10229000000.0,0.0,10229000000.0,3883000000.0,13534000000.0,1114000000.0,-849000000.0,849000000.0,0.0,0.0,-1299000000.0,1299000000.0,12924000000.0,36517000000.0,22365000000.0,3596000000.0,3596000000.0,49441000000.0,18363000000.0,67804000000.0,67804000000.0,919733696587.0367
2025-06-30,0.0,0.225971,22434000000.0,0.0,0.0,14668000000.0,2381000000.0,17895000000.0,22434000000.0,20053000000.0,-847000000.0,847000000.0,14668000000.0,14668000000.0,46737000000.0,1006035665.0,1006035665.0,14.58,14.58,14668000000.0,14668000000.0,0.0,14668000000.0,-542000000.0,15210000000.0,,15210000000.0,4340000000.0,19206000000.0,1549000000.0,0.0,,0.0,,-847000000.0,847000000.0,17933000000.0,28842000000.0,17476000000.0,2381000000.0,2381000000.0,46775000000.0,17895000000.0,64670000000.0,64670000000.0,984645556234.7568
2025-03-31,-536087081.339713,0.25311,19909000000.0,-768000000.0,-2118000000.0,11709000000.0,2379000000.0,20255000000.0,19141000000.0,16762000000.0,1752000000.0,42000000.0,13290912918.660288,11709000000.0,43632000000.0,,,,,11709000000.0,11709000000.0,0.0,11709000000.0,-728000000.0,12437000000.0,0.0,12437000000.0,4232000000.0,16720000000.0,-1800000000.0,-2517000000.0,,,,1752000000.0,42000000.0,19270000000.0,23377000000.0,-18792000000.0,2379000000.0,118000000.0,42647000000.0,20255000000.0,62902000000.0,62902000000.0,
2024-12-31,0.0,0.151592,14451000000.0,0.0,0.0,10238000000.0,2290000000.0,15834000000.0,14451000000.0,12161000000.0,-320000000.0,320000000.0,10238000000.0,10235000000.0,41475000000.0,1006391347.0,1006391347.0,10.17,10.17,10235000000.0,10235000000.0,0.0,10235000000.0,-27000000.0,10262000000.0,-3000000.0,10265000000.0,1795000000.0,11841000000.0,575000000.0,0.0,,0.0,0.0,-320000000.0,320000000.0,9760000000.0,25641000000.0,15342000000.0,2290000000.0,2290000000.0,35401000000.0,15834000000.0,51235000000.0,51235000000.0,966835081051.9423
2024-09-30,0.0,0.293571,15296000000.0,0.0,0.0,9109000000.0,2336000000.0,14714000000.0,15296000000.0,12960000000.0,-251000000.0,251000000.0,9109000000.0,9112000000.0,39312000000.0,1005739514.0,1005739514.0,9.06,9.06,9112000000.0,9112000000.0,0.0,9112000000.0,-90000000.0,9202000000.0,3000000.0,9199000000.0,3731000000.0,12709000000.0,682000000.0,0.0,,,,-251000000.0,251000000.0,11824000000.0,24598000000.0,14704000000.0,2336000000.0,2336000000.0,36422000000.0,14714000000.0,51136000000.0,51136000000.0,1062511618892.8738
