,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Other Special Charges,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-666622175.618199,0.251347,-2652200000.0,-2652200000.0,39778500000.0,2439100000.0,113177800000.0,73387100000.0,186564900000.0,41764077824.3818,39778500000.0,6234874608.0,6215390625.0,6.38,6.4,39778500000.0,39778500000.0,39778500000.0,-881600000.0,40660100000.0,40660100000.0,13650900000.0,54311000000.0,-2652200000.0,2652200000.0,1394100000.0,35469800000.0,10529400000.0,2439100000.0,2439100000.0,128665400000.0,128665400000.0,6133347392878.532
2025-09-30,0.0,0.251262,,,48753600000.0,2580600000.0,107846900000.0,70112800000.0,177959700000.0,48753600000.0,48753600000.0,6226513410.0,6210649682.0,7.83,7.85,48753600000.0,48753600000.0,48753600000.0,-724000000.0,49477600000.0,49477600000.0,16603700000.0,66081300000.0,,,947700000.0,34601800000.0,10476600000.0,2580600000.0,2580600000.0,123337600000.0,123337600000.0,6203818118976.989
2025-06-30,0.0,0.251632,,,46996100000.0,2514900000.0,102269700000.0,69176800000.0,171446500000.0,46996100000.0,46996100000.0,6224649007.0,6208203435.0,7.55,7.57,46996100000.0,46996100000.0,46996100000.0,-656800000.0,47652900000.0,47652900000.0,16022900000.0,63675800000.0,,,2253000000.0,33555200000.0,10014700000.0,2514900000.0,2514900000.0,118425700000.0,118425700000.0,5813982516877.5
2025-03-31,0.0,0.195101,,,44795700000.0,2520100000.0,98330900000.0,65519800000.0,163850700000.0,44795700000.0,44795700000.0,,,,,44795700000.0,44795700000.0,44795700000.0,-660000000.0,45455700000.0,45455700000.0,11018100000.0,56473800000.0,,,704400000.0,31849100000.0,2092300000.0,2520100000.0,2520100000.0,111879100000.0,111879100000.0,
2024-12-31,0.0,0.252753,0.0,0.0,42465400000.0,2191300000.0,93825800000.0,63856300000.0,157682100000.0,42465400000.0,42465400000.0,6199328467.0,6190291545.0,6.85,6.86,42465400000.0,42465400000.0,42465400000.0,-616500000.0,43081900000.0,43081900000.0,14572300000.0,57654200000.0,0.0,,1645900000.0,31816300000.0,10069600000.0,2191300000.0,2191300000.0,109873600000.0,109873600000.0,4197733646665.1377
