,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-911182108.296023,0.256975,75589500000.0,-3545800000.0,-3545800000.0,49311900000.0,4308200000.0,84176400000.0,72043700000.0,67735500000.0,-194700000.0,194700000.0,51946517891.70398,49311900000.0,134665400000.0,12515710660.0,12515710660.0,3.94,3.94,49311900000.0,49311900000.0,0.0,49311900000.0,-872600000.0,50184500000.0,0.0,50184500000.0,17356300000.0,67540800000.0,5740400000.0,-3545800000.0,,-194700000.0,194700000.0,64517000000.0,50489000000.0,30430800000.0,4308200000.0,4308200000.0,115006000000.0,84176400000.0,199182400000.0,199182400000.0,4940294522592.564
2025-06-30,0.0,0.250364,75674400000.0,0.0,0.0,52442000000.0,4229600000.0,102304800000.0,75674400000.0,71444800000.0,-164700000.0,164700000.0,52442000000.0,52442000000.0,149794200000.0,12545933014.0,12515990453.0,4.18,4.19,52442000000.0,52442000000.0,0.0,52442000000.0,-992100000.0,53434100000.0,0.0,53434100000.0,17846000000.0,71280100000.0,6822100000.0,0.0,,-164700000.0,164700000.0,63935100000.0,47489400000.0,27719900000.0,4229600000.0,4229600000.0,111424500000.0,102304800000.0,213729300000.0,213729300000.0,5105289617484.397
2025-03-31,2518894903.10293,0.245878,62336100000.0,10244500000.0,10244500000.0,50747600000.0,4110300000.0,81348200000.0,72580600000.0,68470300000.0,14778500000.0,109100000.0,43021994903.10293,197273700000.0,125954500000.0,,,,,197273700000.0,197273700000.0,0.0,197273700000.0,-805500000.0,198078800000.0,146526100000.0,51552700000.0,16808500000.0,68361200000.0,-17382200000.0,1308900000.0,,14778500000.0,109100000.0,59696000000.0,44606300000.0,-18838100000.0,4110300000.0,4110300000.0,104302300000.0,81348200000.0,185650500000.0,185650500000.0,
2024-12-31,0.0,0.264122,69618600000.0,0.0,0.0,47313600000.0,4159800000.0,79634900000.0,69618600000.0,65458800000.0,-98200000.0,98200000.0,47313600000.0,49348000000.0,126344400000.0,12524873096.0,12493164557.0,3.94,3.95,49348000000.0,49348000000.0,0.0,49348000000.0,-783800000.0,50131800000.0,2034400000.0,48097400000.0,17263200000.0,65360600000.0,5958600000.0,0.0,,-98200000.0,98200000.0,59459200000.0,46709500000.0,28742400000.0,4159800000.0,4159800000.0,106168700000.0,79634900000.0,185803600000.0,185803600000.0,5508753929537.363
2024-09-30,0.0,0.260837,71671000000.0,0.0,0.0,49175800000.0,4161800000.0,90660100000.0,71671000000.0,67509200000.0,-147300000.0,147300000.0,49175800000.0,49928700000.0,137052300000.0,12513458647.0,12513458647.0,3.99,3.99,49928700000.0,49928700000.0,0.0,49928700000.0,-615600000.0,50544300000.0,,49791400000.0,17570500000.0,67361900000.0,6108700000.0,0.0,,-147300000.0,147300000.0,61359000000.0,46392200000.0,29074000000.0,4161800000.0,4161800000.0,107751200000.0,90660100000.0,198411300000.0,198411300000.0,5911294778192.15
