,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,0.0,0.248048,6225800000.0,4343200000.0,396400000.0,21887300000.0,6225800000.0,5829400000.0,-53500000.0,53500000.0,4343200000.0,4328500000.0,29891800000.0,211869799.0,211869799.0,20.43,20.43,4328500000.0,4328500000.0,0.0,4328500000.0,0.0,4328500000.0,-14700000.0,4343200000.0,1432700000.0,5775900000.0,763300000.0,-53500000.0,53500000.0,5066100000.0,8004500000.0,5306600000.0,396400000.0,396400000.0,13070600000.0,21887300000.0,34957900000.0,34957900000.0,1095366860830.0
2025-06-30,0.0,0.257388,5138400000.0,3520800000.0,355400000.0,19613600000.0,5138400000.0,4783000000.0,-41900000.0,41900000.0,3520800000.0,3517400000.0,27659700000.0,211908375.0,211908375.0,16.598683,16.598683,3517400000.0,3517400000.0,0.0,3517400000.0,,3517400000.0,-3400000.0,3520800000.0,1220300000.0,4741100000.0,997500000.0,-41900000.0,41900000.0,3785500000.0,8046100000.0,5839900000.0,355400000.0,355400000.0,11831600000.0,19613600000.0,31445200000.0,31445200000.0,1286049371221.8018
2025-03-31,0.0,0.254681,6746000000.0,4741200000.0,337600000.0,18420000000.0,6746000000.0,6408400000.0,-47100000.0,47100000.0,4741200000.0,4746300000.0,25911700000.0,211983028.0,211983028.0,22.39,22.39,4746300000.0,4746300000.0,0.0,4746300000.0,,4746300000.0,5100000.0,4741200000.0,1620100000.0,6361300000.0,923300000.0,-47100000.0,47100000.0,5485100000.0,7491700000.0,4901000000.0,337600000.0,337600000.0,12976800000.0,18420000000.0,31396800000.0,31396800000.0,1166348423318.1172
2024-12-31,0.0,0.245657,7439600000.0,5319100000.0,337000000.0,19831400000.0,7439600000.0,7102600000.0,-51300000.0,51300000.0,5319100000.0,5284100000.0,27032400000.0,211957481.0,211957481.0,24.93,24.93,5284100000.0,5284100000.0,0.0,5284100000.0,0.0,5284100000.0,-35000000.0,5319100000.0,1732200000.0,7051300000.0,866200000.0,-51300000.0,51300000.0,6236400000.0,7201000000.0,5297400000.0,337000000.0,337000000.0,13437400000.0,19831400000.0,33268800000.0,33268800000.0,1453436122049.5107
2024-09-30,0.0,0.26254,6331100000.0,4404700000.0,328300000.0,16485300000.0,6331100000.0,6002800000.0,-30000000.0,30000000.0,4404700000.0,4404500000.0,23812000000.0,211856662.0,211856662.0,20.79,20.79,4404500000.0,4404500000.0,0.0,4404500000.0,,4404500000.0,-200000.0,4404700000.0,1568100000.0,5972800000.0,928900000.0,-30000000.0,30000000.0,5073900000.0,7326700000.0,5203300000.0,328300000.0,328300000.0,12400600000.0,16485300000.0,28885900000.0,28885900000.0,1692916069579.456
