,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-675170253.384242,0.244707,14614000000.0,-2759100000.0,-2759100000.0,6758000000.0,2783500000.0,26320800000.0,11854900000.0,9071400000.0,-140300000.0,140300000.0,8841929746.615759,6758000000.0,59862600000.0,808373206.0,807407407.0,8.36,8.37,6758000000.0,6758000000.0,0.0,6758000000.0,15500000.0,6742500000.0,6742500000.0,2185500000.0,8931100000.0,2063400000.0,-2759100000.0,2759100000.0,,-140300000.0,140300000.0,9767100000.0,33541800000.0,18623600000.0,2783500000.0,2783500000.0,43308900000.0,26320800000.0,69629700000.0,69629700000.0,1220234853623.2898
2025-06-30,0.0,0.269999,20367000000.0,,,12976200000.0,2527200000.0,21707100000.0,20367000000.0,17839800000.0,-140500000.0,140500000.0,12976200000.0,12976200000.0,53116200000.0,807982565.0,807479776.0,16.06,16.07,12976200000.0,12976200000.0,0.0,12976200000.0,60100000.0,12916100000.0,12916100000.0,4778800000.0,17699300000.0,2585600000.0,,,,-140500000.0,140500000.0,15254200000.0,31409100000.0,16963200000.0,2527200000.0,2527200000.0,46663300000.0,21707100000.0,68370400000.0,68370400000.0,1215983814392.2617
2025-03-31,671586433.557136,0.185654,13358200000.0,3617400000.0,3617400000.0,12218400000.0,1972300000.0,30227700000.0,16975600000.0,15003300000.0,2503800000.0,-39700000.0,9272586433.557137,12218400000.0,52455900000.0,,,,,12218400000.0,12218400000.0,0.0,12218400000.0,77000000.0,12141400000.0,12141400000.0,2792800000.0,15043000000.0,-4508200000.0,-470800000.0,-644200000.0,,2503800000.0,-39700000.0,13521300000.0,22228200000.0,-25367700000.0,1972300000.0,-692200000.0,35749500000.0,30227700000.0,65977200000.0,65977200000.0,
2024-12-31,0.0,0.173463,22105300000.0,0.0,0.0,15705100000.0,2798000000.0,22640800000.0,22105300000.0,19307300000.0,-146400000.0,146400000.0,15705100000.0,15705100000.0,52524800000.0,808291302.0,807460154.0,19.43,19.45,15705100000.0,15705100000.0,0.0,15705100000.0,-40800000.0,15745900000.0,15745900000.0,3323700000.0,19160900000.0,2216100000.0,0.0,-670000000.0,,-146400000.0,146400000.0,17091200000.0,29884000000.0,16223500000.0,2798000000.0,2798000000.0,46975200000.0,22640800000.0,69616000000.0,69616000000.0,1221557498944.0576
2024-09-30,0.0,0.269997,20762000000.0,0.0,0.0,13025300000.0,2717400000.0,22830100000.0,20762000000.0,18044600000.0,-154000000.0,154000000.0,13025300000.0,13025300000.0,53473700000.0,808021092.0,807520149.0,16.12,16.13,13025300000.0,13025300000.0,0.0,13025300000.0,-24800000.0,13050100000.0,13050100000.0,4830400000.0,17890600000.0,1906100000.0,0.0,,0.0,-154000000.0,154000000.0,16138500000.0,30643600000.0,16745400000.0,2717400000.0,2717400000.0,46782100000.0,22830100000.0,69612200000.0,69612200000.0,1321601256531.724
