,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-16780660.022793,0.110182,14455200000.0,-152300000.0,-152300000.0,2037000000.0,9590300000.0,19048800000.0,14302900000.0,4712600000.0,-588500000.0,588500000.0,2172519339.977207,2037000000.0,97864800000.0,2484146341.0,2484146341.0,0.82,0.82,2037000000.0,2037000000.0,0.0,2037000000.0,-1632700000.0,3669700000.0,3669700000.0,454400000.0,4124100000.0,873200000.0,-152300000.0,152300000.0,,0.0,-588500000.0,588500000.0,3940400000.0,78816000000.0,42721200000.0,9590300000.0,9590300000.0,23627000000.0,23627000000.0,82756400000.0,19048800000.0,101805200000.0,101805200000.0,1382054756167.246
2025-06-30,108948470.318093,0.272371,22213400000.0,400000000.0,400000000.0,7878800000.0,8615700000.0,15244600000.0,22613400000.0,13997700000.0,-671400000.0,671400000.0,7587748470.318093,7878800000.0,91445900000.0,2462125000.0,2462125000.0,3.2,3.2,7878800000.0,7878800000.0,0.0,7878800000.0,-1817800000.0,9696600000.0,9696600000.0,3629700000.0,13326300000.0,2560900000.0,400000000.0,-400000000.0,0.0,,-671400000.0,671400000.0,10995200000.0,76201300000.0,39632500000.0,8615700000.0,8615700000.0,24225300000.0,24225300000.0,87196500000.0,15244600000.0,102441100000.0,102441100000.0,1421754111305.2368
2025-03-31,878713432.533885,0.279462,22657700000.0,3144300000.0,3144300000.0,9562800000.0,7863500000.0,37796900000.0,25802000000.0,17938500000.0,24196200000.0,142900000.0,7297213432.533885,9562800000.0,83793300000.0,,,,,9562800000.0,9562800000.0,0.0,9562800000.0,-3259600000.0,12822400000.0,12822400000.0,4973200000.0,17795600000.0,-20403500000.0,1705200000.0,-3778000000.0,,,24196200000.0,142900000.0,10878300000.0,45996400000.0,8313700000.0,7863500000.0,3288500000.0,29058200000.0,27091900000.0,56874700000.0,37796900000.0,94671600000.0,94671600000.0,
2024-12-31,0.0,0.3,30670400000.0,0.0,0.0,21582100000.0,6066800000.0,18054300000.0,30670400000.0,24603600000.0,-669900000.0,669900000.0,21582100000.0,21582100000.0,73929300000.0,2435902935.0,2435902935.0,8.86,8.86,21582100000.0,21582100000.0,0.0,21582100000.0,-5047600000.0,26629700000.0,26629700000.0,-2696000000.0,23933700000.0,13522400000.0,0.0,,,0.0,-669900000.0,669900000.0,11051700000.0,55875000000.0,34679900000.0,6066800000.0,6066800000.0,20437500000.0,20437500000.0,66926700000.0,18054300000.0,84981000000.0,84981000000.0,1300396463755.0425
2024-09-30,-519918029.482511,0.332854,14876800000.0,-1562000000.0,-1562000000.0,4795300000.0,5204600000.0,14224300000.0,13314800000.0,8110200000.0,-668500000.0,668500000.0,5837381970.517489,4795300000.0,67138000000.0,2459128205.0,2459128205.0,1.95,1.95,4795300000.0,4795300000.0,0.0,4795300000.0,-169300000.0,4964600000.0,4964700000.0,2477000000.0,7441700000.0,3740300000.0,-1562000000.0,,,,-668500000.0,668500000.0,5909700000.0,52913700000.0,28448100000.0,5204600000.0,5204600000.0,18252000000.0,18252000000.0,58823400000.0,14224300000.0,73047700000.0,73047700000.0,1549847990288.165
