,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,0.0,0.243505,97933400000.0,71574500000.0,43114800000.0,97933400000.0,97933400000.0,-3207300000.0,3207300000.0,71574500000.0,71574500000.0,237052500000.0,6164900947.0,6164900947.0,11.61,11.61,71574500000.0,71574500000.0,0.0,71574500000.0,-85300000.0,71659800000.0,71659800000.0,23066300000.0,94726100000.0,23916400000.0,-3207300000.0,3207300000.0,71129200000.0,193937700000.0,117416200000.0,265066900000.0,43114800000.0,308181700000.0,308181700000.0,2427702359620.514
2025-06-30,0.0,0.254073,119742600000.0,87433800000.0,50181500000.0,119742600000.0,119742600000.0,-2651100000.0,2651100000.0,87433800000.0,87433800000.0,216662500000.0,6161649049.0,6161649049.0,14.19,14.19,87433800000.0,87433800000.0,0.0,87433800000.0,92100000.0,87341700000.0,87341700000.0,29749800000.0,117091500000.0,16158600000.0,-2651100000.0,2651100000.0,102141800000.0,166481000000.0,106821700000.0,268622800000.0,50181500000.0,318804300000.0,318804300000.0,2256420778055.265
2025-03-31,0.0,0.254844,128891500000.0,96040200000.0,61111900000.0,128891500000.0,128891500000.0,51137900000.0,159600000.0,96040200000.0,96040200000.0,209382700000.0,,,,,96040200000.0,96040200000.0,0.0,96040200000.0,114900000.0,95925300000.0,95925300000.0,32806600000.0,128731900000.0,-30537700000.0,51137900000.0,159600000.0,49028600000.0,148270800000.0,51218200000.0,309973600000.0,61111900000.0,314684600000.0,314684600000.0,
2024-12-31,0.0,0.279943,120179600000.0,85055700000.0,47950500000.0,120179600000.0,120179600000.0,-2255400000.0,2255400000.0,85055700000.0,85055700000.0,225552100000.0,6163456522.0,6163456522.0,13.8,13.8,85055700000.0,85055700000.0,0.0,85055700000.0,143500000.0,84912200000.0,84912200000.0,33012000000.0,117924200000.0,21432000000.0,-2255400000.0,2255400000.0,98037700000.0,177601600000.0,122389200000.0,275639300000.0,47950500000.0,323589800000.0,323589800000.0,2179993016285.8245
2024-09-30,0.0,0.230404,83615100000.0,62891000000.0,51572100000.0,83615100000.0,83615100000.0,-2081400000.0,2081400000.0,62891000000.0,62891000000.0,205519700000.0,6159745348.0,6159745348.0,10.21,10.21,62891000000.0,62891000000.0,0.0,62891000000.0,143000000.0,62748000000.0,62748000000.0,18785700000.0,81533700000.0,15050400000.0,-2081400000.0,2081400000.0,67193300000.0,153947600000.0,91515300000.0,221140900000.0,51572100000.0,272713000000.0,272713000000.0,2790485138150.838
