,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-1587000000.0,0.3,66520000000.0,-5290000000.0,-5290000000.0,21390000000.0,23620000000.0,272660000000.0,61230000000.0,37610000000.0,-23040000000.0,23040000000.0,25093000000.0,21390000000.0,410850000000.0,2444571429.0,2441780822.0,8.75,8.76,21390000000.0,21390000000.0,0.0,21390000000.0,-2710000000.0,24100000000.0,24100000000.0,-9530000000.0,14570000000.0,2730000000.0,-5290000000.0,5290000000.0,-23040000000.0,23040000000.0,41340000000.0,138190000000.0,109240000000.0,23620000000.0,23620000000.0,179530000000.0,272660000000.0,452190000000.0,452190000000.0,2844186420693.179
2025-06-30,0.0,0.280924,78260000000.0,0.0,0.0,21840000000.0,25370000000.0,229970000000.0,78260000000.0,52890000000.0,-22170000000.0,22170000000.0,21840000000.0,21840000000.0,374210000000.0,2445688690.0,2440223464.0,8.93,8.95,21840000000.0,21840000000.0,0.0,21840000000.0,-250000000.0,22090000000.0,22090000000.0,8630000000.0,30720000000.0,3500000000.0,0.0,,-22170000000.0,22170000000.0,50390000000.0,144240000000.0,112560000000.0,25370000000.0,25370000000.0,194630000000.0,229970000000.0,424600000000.0,424600000000.0,2483560218217.3228
2025-03-31,-170757225.433526,0.13237,59010000000.0,-1290000000.0,-1290000000.0,15030000000.0,24970000000.0,344490000000.0,57720000000.0,32750000000.0,-12650000000.0,15450000000.0,16149242774.566475,15030000000.0,398970000000.0,,,,,15030000000.0,15030000000.0,0.0,15030000000.0,20000000.0,15010000000.0,15010000000.0,2290000000.0,17300000000.0,-3910000000.0,-1760000000.0,1760000000.0,-12650000000.0,15450000000.0,44440000000.0,54480000000.0,-71690000000.0,24970000000.0,22740000000.0,98920000000.0,344490000000.0,443410000000.0,443410000000.0,
2024-12-31,-401332767.402377,0.389643,57320000000.0,-1030000000.0,-1030000000.0,7170000000.0,23360000000.0,245100000000.0,56290000000.0,32930000000.0,-21150000000.0,21150000000.0,7798667232.597623,7170000000.0,375500000000.0,2447098976.0,2438775510.0,2.93,2.94,7170000000.0,7170000000.0,0.0,7170000000.0,-20000000.0,7190000000.0,7190000000.0,4590000000.0,11780000000.0,1470000000.0,-1030000000.0,1030000000.0,-21150000000.0,21150000000.0,32430000000.0,130400000000.0,101400000000.0,23360000000.0,23360000000.0,162830000000.0,245100000000.0,407930000000.0,407930000000.0,2192651647890.295
2024-09-30,-1026000000.0,0.3,55280000000.0,-3420000000.0,-3420000000.0,4390000000.0,22670000000.0,229050000000.0,51860000000.0,29190000000.0,-21300000000.0,21300000000.0,6784000000.0,4390000000.0,359340000000.0,2438888889.0,2438888889.0,1.8,1.8,4390000000.0,4390000000.0,0.0,4390000000.0,350000000.0,4040000000.0,4040000000.0,3850000000.0,7890000000.0,1530000000.0,-3420000000.0,3420000000.0,-21300000000.0,21300000000.0,31700000000.0,130290000000.0,101220000000.0,22670000000.0,22670000000.0,161990000000.0,229050000000.0,391040000000.0,391040000000.0,2505430780821.608
