,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-22735674.676525,0.227357,6500000000.0,-100000000.0,-100000000.0,4180000000.0,800000000.0,19600000000.0,6400000000.0,5600000000.0,-190000000.0,190000000.0,4257264325.323475,4180000000.0,31750000000.0,710884354.0,710884354.0,5.88,5.88,4180000000.0,4180000000.0,0.0,4180000000.0,0.0,4180000000.0,4180000000.0,1230000000.0,5410000000.0,510000000.0,-100000000.0,-190000000.0,190000000.0,5190000000.0,12150000000.0,4350000000.0,800000000.0,800000000.0,5230000000.0,5230000000.0,17340000000.0,19600000000.0,36940000000.0,36940000000.0,1021684173747.9033
2025-06-30,-37758318.739054,0.269702,7100000000.0,-140000000.0,-140000000.0,4170000000.0,760000000.0,14280000000.0,6960000000.0,6200000000.0,-490000000.0,490000000.0,4272241681.260946,4170000000.0,24530000000.0,710391823.0,710391823.0,5.87,5.87,4170000000.0,4170000000.0,0.0,4170000000.0,0.0,4170000000.0,4170000000.0,1540000000.0,5710000000.0,720000000.0,-140000000.0,-490000000.0,490000000.0,5680000000.0,10250000000.0,5740000000.0,760000000.0,760000000.0,2380000000.0,2380000000.0,15930000000.0,14280000000.0,30210000000.0,30210000000.0,1003915456881.7832
2025-03-31,424169741.697417,0.223247,4440000000.0,1900000000.0,1900000000.0,4210000000.0,700000000.0,17270000000.0,6340000000.0,5640000000.0,860000000.0,220000000.0,2734169741.697417,4210000000.0,25850000000.0,,,,,4210000000.0,4210000000.0,0.0,4210000000.0,,4210000000.0,4210000000.0,1210000000.0,5420000000.0,-1230000000.0,1000000000.0,860000000.0,220000000.0,3900000000.0,8580000000.0,-4270000000.0,700000000.0,480000000.0,8790000000.0,7480000000.0,12480000000.0,17270000000.0,29750000000.0,29750000000.0,
2024-12-31,-196354166.666667,0.302083,6370000000.0,-650000000.0,-650000000.0,3350000000.0,720000000.0,18970000000.0,5720000000.0,5000000000.0,-200000000.0,200000000.0,3803645833.333333,3350000000.0,29370000000.0,709745763.0,709745763.0,4.72,4.72,3350000000.0,3350000000.0,0.0,3350000000.0,0.0,3350000000.0,3350000000.0,1450000000.0,4800000000.0,720000000.0,-650000000.0,-200000000.0,200000000.0,4960000000.0,10400000000.0,4120000000.0,720000000.0,720000000.0,3820000000.0,3820000000.0,15360000000.0,18970000000.0,34330000000.0,34330000000.0,1138424666268.8237
2024-09-30,0.0,0.258696,5540000000.0,0.0,0.0,3410000000.0,690000000.0,15580000000.0,5540000000.0,4850000000.0,-250000000.0,250000000.0,3410000000.0,3410000000.0,24110000000.0,710416667.0,710416667.0,4.8,4.8,3410000000.0,3410000000.0,0.0,3410000000.0,,3410000000.0,3410000000.0,1190000000.0,4600000000.0,540000000.0,0.0,-250000000.0,250000000.0,4330000000.0,8530000000.0,3630000000.0,690000000.0,690000000.0,2580000000.0,2580000000.0,12860000000.0,15580000000.0,28440000000.0,28440000000.0,1114578883376.1597
