,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
2025-12-31,0.0,0.248246,0.0,0.0,70106500000.0,149240500000.0,187851200000.0,337091700000.0,70106500000.0,70106500000.0,3120004450.0,3103430722.0,22.47,22.59,70106500000.0,70106500000.0,70106500000.0,-491300000.0,70597800000.0,0.0,70597800000.0,23262200000.0,93706400000.0,0.0,103743800000.0,71359300000.0,221132900000.0,221132900000.0,3939495034274.1514
2025-06-30,0.0,0.23467,0.0,0.0,62437200000.0,141096200000.0,182386900000.0,323483100000.0,62437200000.0,62437200000.0,3115628743.0,3098620347.0,20.04,20.15,62437200000.0,62437200000.0,62437200000.0,-357700000.0,62794900000.0,0.0,62794900000.0,19195300000.0,81797000000.0,0.0,99484200000.0,62967700000.0,221623100000.0,221623100000.0,3712692233313.4253
2025-03-31,-956601733.643127,0.243064,-3935600000.0,-3935600000.0,74751300000.0,143316100000.0,181207100000.0,324523200000.0,77730298266.35687,74751300000.0,,,,,74751300000.0,74751300000.0,74751300000.0,-339700000.0,75091000000.0,0.0,75091000000.0,24050600000.0,98947700000.0,-3935600000.0,102619500000.0,8622800000.0,218476200000.0,218476200000.0,
2024-12-31,0.0,0.249108,0.0,0.0,67422900000.0,141225200000.0,180396800000.0,321622000000.0,67422900000.0,67422900000.0,3114221709.0,3094212942.0,21.65,21.79,67422900000.0,67422900000.0,67422900000.0,-366200000.0,67789100000.0,0.0,67789100000.0,22436600000.0,90067600000.0,0.0,96727500000.0,63189300000.0,209194900000.0,209194900000.0,3291595172707.1177
2024-09-30,0.0,0.192692,0.0,0.0,74012600000.0,139861300000.0,176149200000.0,316010500000.0,74012600000.0,74012600000.0,3112388562.0,3091587302.0,23.78,23.94,74012600000.0,74012600000.0,74012600000.0,-344000000.0,74356600000.0,0.0,74356600000.0,17683900000.0,91772900000.0,0.0,101369800000.0,66641400000.0,214462100000.0,214462100000.0,3806200989297.0
