,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
2025-12-31,0.0,0.194117,0.0,0.0,55558900000.0,107248000000.0,221644300000.0,328892300000.0,55558900000.0,55558900000.0,11502877847.0,11502877847.0,4.83,4.83,55558900000.0,55558900000.0,55558900000.0,-206500000.0,55765400000.0,0.0,55765400000.0,12500900000.0,64398800000.0,0.0,79808100000.0,28334600000.0,157382300000.0,157382300000.0,1421525665394.6584
2025-06-30,0.0,0.3,0.0,0.0,21198800000.0,107440000000.0,218283300000.0,325723300000.0,21198800000.0,21198800000.0,11521086957.0,11521086957.0,1.84,1.84,21198800000.0,21198800000.0,21198800000.0,-472200000.0,21671000000.0,0.0,21671000000.0,51412000000.0,69734200000.0,0.0,88527200000.0,36260300000.0,161705100000.0,161705100000.0,1273080108748.5
2025-03-31,11774791.420102,0.289307,40700000.0,40700000.0,49892900000.0,108835900000.0,216395000000.0,325230900000.0,49863974791.420105,49892900000.0,,,,,49892900000.0,49892900000.0,49892900000.0,-218800000.0,50111700000.0,0.0,50111700000.0,18749200000.0,64807300000.0,40700000.0,91727200000.0,-12625700000.0,156671000000.0,156671000000.0,
2024-12-31,0.0,0.341095,0.0,0.0,48010000000.0,111571200000.0,207376800000.0,318948000000.0,48010000000.0,48010000000.0,11485645933.0,11485645933.0,4.18,4.18,48010000000.0,48010000000.0,48010000000.0,-100200000.0,48110200000.0,0.0,48110200000.0,24064400000.0,70550400000.0,0.0,72922800000.0,19799600000.0,145487500000.0,145487500000.0,1147250954092.682
2024-09-30,0.0,0.341325,0.0,0.0,47141400000.0,106570700000.0,197903500000.0,304474200000.0,47141400000.0,47141400000.0,11040140515.0,11040140515.0,4.27,4.27,47141400000.0,47141400000.0,47141400000.0,-249000000.0,47390400000.0,0.0,47390400000.0,22966500000.0,67286400000.0,0.0,84089500000.0,26106100000.0,153211200000.0,153211200000.0,1150281953613.9001
