,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-1580596094.552929,0.274409,39200000000.0,-5760000000.0,-5760000000.0,21220000000.0,3370000000.0,79910000000.0,33440000000.0,30070000000.0,-880000000.0,880000000.0,25399403905.44707,66070000000.0,127840000000.0,2349573257.0,2349573257.0,28.12,28.12,66070000000.0,66070000000.0,0.0,66070000000.0,40000000.0,66030000000.0,44850000000.0,21180000000.0,8010000000.0,29190000000.0,1390000000.0,-5760000000.0,-10000000.0,5770000000.0,-880000000.0,880000000.0,34510000000.0,47930000000.0,22260000000.0,3370000000.0,3370000000.0,15220000000.0,15220000000.0,82440000000.0,79910000000.0,162350000000.0,162350000000.0,5441376476435.787
2025-06-30,-205706933.091129,0.161974,39180000000.0,-1270000000.0,-1270000000.0,27560000000.0,3610000000.0,82410000000.0,37910000000.0,34300000000.0,-1270000000.0,1270000000.0,28624293066.90887,27560000000.0,129660000000.0,2349531117.0,2349531117.0,11.73,11.73,27560000000.0,27560000000.0,0.0,27560000000.0,-120000000.0,27680000000.0,,27680000000.0,5350000000.0,33030000000.0,2010000000.0,-1270000000.0,330000000.0,940000000.0,-1270000000.0,1270000000.0,33570000000.0,47250000000.0,21730000000.0,3610000000.0,3610000000.0,16560000000.0,16560000000.0,80820000000.0,82410000000.0,163230000000.0,163230000000.0,5349184262742.6455
2025-03-31,311320642.474717,0.263831,36710000000.0,1180000000.0,1180000000.0,24640000000.0,3470000000.0,89040000000.0,37890000000.0,34420000000.0,6750000000.0,800000000.0,23771320642.474716,24640000000.0,121740000000.0,,,,,24640000000.0,24640000000.0,0.0,24640000000.0,-110000000.0,24750000000.0,,24750000000.0,8870000000.0,33620000000.0,-7020000000.0,-1380000000.0,,,6750000000.0,800000000.0,32720000000.0,32700000000.0,-13400000000.0,3470000000.0,3220000000.0,35780000000.0,35780000000.0,65420000000.0,89040000000.0,154460000000.0,154460000000.0,
2024-12-31,1341998512.273742,0.249442,39220000000.0,5380000000.0,5380000000.0,30220000000.0,3180000000.0,76000000000.0,44600000000.0,41420000000.0,-1090000000.0,1090000000.0,26181998512.273743,29840000000.0,119820000000.0,2349606299.0,2349606299.0,12.7,12.7,29840000000.0,29840000000.0,0.0,29840000000.0,-50000000.0,29890000000.0,-380000000.0,30270000000.0,10060000000.0,40330000000.0,2320000000.0,5380000000.0,-50000000.0,-5330000000.0,-1090000000.0,1090000000.0,33710000000.0,43820000000.0,20690000000.0,3180000000.0,3180000000.0,14860000000.0,14860000000.0,77530000000.0,76000000000.0,153530000000.0,153530000000.0,5368087459529.045
2024-09-30,-42778091.473744,0.267363,40060000000.0,-160000000.0,-160000000.0,25910000000.0,3380000000.0,77090000000.0,39900000000.0,36520000000.0,-1100000000.0,1100000000.0,26027221908.526257,25910000000.0,122740000000.0,2349048051.0,2349048051.0,11.03,11.03,25910000000.0,25910000000.0,0.0,25910000000.0,-40000000.0,25950000000.0,,25950000000.0,9470000000.0,35420000000.0,2190000000.0,-160000000.0,,,-1100000000.0,1100000000.0,34550000000.0,45650000000.0,21010000000.0,3380000000.0,3380000000.0,15010000000.0,15010000000.0,80200000000.0,77090000000.0,157290000000.0,157290000000.0,6744754110764.911
