,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-2476333272.826284,0.259031,77970000000.0,-9560000000.0,-9560000000.0,40760000000.0,11270000000.0,244140000000.0,68410000000.0,57140000000.0,-2050000000.0,2050000000.0,47843666727.17371,40760000000.0,275870000000.0,2708305648.0,2706507304.0,15.05,15.06,40760000000.0,40760000000.0,0.0,40760000000.0,-60000000.0,40820000000.0,40820000000.0,14270000000.0,55090000000.0,3850000000.0,-9560000000.0,9560000000.0,-2050000000.0,2050000000.0,62850000000.0,31730000000.0,20460000000.0,11270000000.0,11270000000.0,94580000000.0,244140000000.0,338720000000.0,338720000000.0,4361875164193.1924
2025-09-30,,,,,,,,189210000000.0,,,,,,,219650000000.0,,,,,,,,,,,,,,-40600000000.0,,,,,99770000000.0,,,,,130210000000.0,189210000000.0,,,
2025-06-30,0.0,0.259202,64910000000.0,,,38430000000.0,10930000000.0,181060000000.0,64910000000.0,53980000000.0,-2090000000.0,2090000000.0,38430000000.0,38430000000.0,212690000000.0,2712067749.0,2710155148.0,14.17,14.18,38430000000.0,38430000000.0,0.0,38430000000.0,-10000000.0,38440000000.0,38440000000.0,13450000000.0,51890000000.0,-36820000000.0,,,-2090000000.0,2090000000.0,90800000000.0,31630000000.0,20700000000.0,10930000000.0,10930000000.0,122430000000.0,181060000000.0,303490000000.0,303490000000.0,4578376382555.437
2025-03-31,0.0,0.248649,69310000000.0,,,43070000000.0,10400000000.0,187860000000.0,69310000000.0,58910000000.0,14110000000.0,1560000000.0,43070000000.0,43070000000.0,208050000000.0,,,,,43070000000.0,43070000000.0,0.0,43070000000.0,-20000000.0,43090000000.0,43090000000.0,14260000000.0,57350000000.0,-59820000000.0,,,-1560000000.0,1560000000.0,94410000000.0,20190000000.0,-11070000000.0,10400000000.0,10400000000.0,114600000000.0,187860000000.0,302460000000.0,302460000000.0,
2024-12-31,0.0,0.250815,73370000000.0,0.0,0.0,45910000000.0,10390000000.0,210940000000.0,73370000000.0,62980000000.0,-1660000000.0,1660000000.0,45910000000.0,45910000000.0,240690000000.0,2711754282.0,2710153483.0,16.93,16.94,45910000000.0,45910000000.0,0.0,45910000000.0,-30000000.0,45940000000.0,45940000000.0,15380000000.0,61320000000.0,4770000000.0,0.0,,-1660000000.0,1660000000.0,58210000000.0,29750000000.0,19360000000.0,10390000000.0,10390000000.0,87960000000.0,210940000000.0,298900000000.0,298900000000.0,4970086026929.451
