,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-12-31,-5273959988.338538,0.262115,214090100000.0,-20120800000.0,-20120800000.0,100157800000.0,1132965700000.0,193969300000.0,193969300000.0,-32068500000.0,32068500000.0,115004640011.66147,100157800000.0,1358847200000.0,12582638191.0,12582638191.0,7.96,7.96,100157800000.0,100157800000.0,0.0,100157800000.0,-19306400000.0,119464200000.0,119464200000.0,42436600000.0,161900800000.0,-102264400000.0,-20120800000.0,-451200000.0,20572000000.0,-32068500000.0,32068500000.0,315382100000.0,225881500000.0,207476400000.0,541263600000.0,1132965700000.0,1674229300000.0,1674229300000.0,2955076814993.74
2025-09-30,-2983229638.033789,0.270166,217994100000.0,-11042200000.0,-11042200000.0,107848800000.0,1040407300000.0,206951900000.0,206951900000.0,-34109800000.0,34109800000.0,115907770361.96622,107848800000.0,1254661800000.0,12569790210.0,12569790210.0,8.58,8.58,107848800000.0,107848800000.0,0.0,107848800000.0,-18297200000.0,126146000000.0,126146000000.0,46696100000.0,172842100000.0,-109851300000.0,-11042200000.0,1900000.0,11040300000.0,-34109800000.0,34109800000.0,324449000000.0,214254500000.0,196463600000.0,538703500000.0,1040407300000.0,1579110800000.0,1579110800000.0,2870901263689.0596
2025-06-30,-4590140989.052512,0.25498,206501900000.0,-18002000000.0,-18002000000.0,98040700000.0,1113468400000.0,188499900000.0,188499900000.0,-33414100000.0,33414100000.0,111452559010.9475,98040700000.0,1326630600000.0,12585455712.0,12585455712.0,7.79,7.79,98040700000.0,98040700000.0,0.0,98040700000.0,-17501400000.0,115542100000.0,115542100000.0,39543700000.0,155085800000.0,-95669800000.0,-18002000000.0,185600000.0,17816400000.0,-33414100000.0,33414100000.0,304450600000.0,213162200000.0,194278500000.0,517612800000.0,1113468400000.0,1631081200000.0,1631081200000.0,2915683832044.4062
2025-03-31,-20339720766.535797,0.319056,201865260000.0,-63749770000.0,-63749770000.0,73228330000.0,1366214310000.0,138115490000.0,138115490000.0,49244950000.0,8055680000.0,116638379233.4642,73228330000.0,1355118840000.0,,,,,73228330000.0,73228330000.0,0.0,73228330000.0,-15335170000.0,88563500000.0,88563500000.0,41496310000.0,130059810000.0,328355240000.0,-68474190000.0,,58594210000.0,49244950000.0,8055680000.0,-190115690000.0,-11095470000.0,-195884840000.0,-201211160000.0,1366214310000.0,1165003150000.0,1165003150000.0,
2024-12-31,-5349977915.569064,0.27697,191614200000.0,-19316100000.0,-19316100000.0,85846000000.0,1153995200000.0,172298100000.0,172298100000.0,-37496800000.0,37496800000.0,99812122084.43094,85846000000.0,1364903100000.0,12568960469.0,12568960469.0,6.83,6.83,85846000000.0,85846000000.0,0.0,85846000000.0,-11619400000.0,97465400000.0,97465400000.0,37335900000.0,134801300000.0,-111961400000.0,-19316100000.0,,19316100000.0,-37496800000.0,37496800000.0,307222400000.0,210907900000.0,191727200000.0,518130300000.0,1153995200000.0,1672125500000.0,1672125500000.0,2797036349017.4546
