,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Other Operating Expenses,Depreciation And Amortization In Income Statement,Total Revenue,Operating Revenue,Net Policyholder Benefits And Claims,Market Cap
2025-12-31,-998121684.935575,0.263017,-3794900000.0,-3794900000.0,22291500000.0,3298300000.0,131587300000.0,-72324500000.0,72324500000.0,205288000000.0,25088278315.064426,22291500000.0,266931700000.0,1615326087.0,1592250000.0,13.8,14.0,22291500000.0,22291500000.0,22291500000.0,-21384200000.0,43675700000.0,43675700000.0,15587100000.0,59262800000.0,6111000000.0,-3794900000.0,3794900000.0,-72324500000.0,72324500000.0,20862500000.0,3298300000.0,326194500000.0,326194500000.0,67273300000.0,3248030813873.291
2025-09-30,0.0,0.30456,,,22441000000.0,3271900000.0,137264600000.0,-69013300000.0,69013300000.0,196434500000.0,22441000000.0,22441000000.0,247391500000.0,1614460432.0,1591560284.0,13.9,14.1,22441000000.0,22441000000.0,22441000000.0,-25023700000.0,47464700000.0,47464700000.0,20786600000.0,68251300000.0,6377600000.0,,,-69013300000.0,69013300000.0,18109900000.0,3271900000.0,315642800000.0,315642800000.0,68477500000.0,3193306592674.0522
2025-06-30,0.0,0.260233,,,27890500000.0,3173300000.0,140101400000.0,-68071000000.0,68071000000.0,189432400000.0,27890500000.0,27890500000.0,230272700000.0,1612167630.0,1593742857.0,17.3,17.5,27890500000.0,27890500000.0,27890500000.0,-25401200000.0,53291700000.0,53285700000.0,18744700000.0,72030400000.0,5327800000.0,,,-68071000000.0,68071000000.0,16454400000.0,3173300000.0,302309100000.0,302309100000.0,56387700000.0,3276735313992.0
2025-03-31,0.0,0.207586,,,24166400000.0,3394900000.0,123981100000.0,-66734100000.0,63957900000.0,179814100000.0,24166400000.0,24166400000.0,323115800000.0,,,,,24166400000.0,24166400000.0,24166400000.0,-23396800000.0,47563200000.0,47563200000.0,12460000000.0,60023200000.0,-4082700000.0,,,-66734100000.0,63957900000.0,64488300000.0,3394900000.0,383139000000.0,383139000000.0,63324400000.0,
2024-12-31,0.0,0.240836,0.0,0.0,22310000000.0,2885000000.0,120877800000.0,-62762700000.0,62762700000.0,174328700000.0,22310000000.0,22310000000.0,210350300000.0,1605035971.0,1593571429.0,13.9,14.0,22310000000.0,22310000000.0,22310000000.0,-21808900000.0,44118900000.0,44118900000.0,13996200000.0,58115100000.0,7362700000.0,0.0,0.0,-62762700000.0,62762700000.0,17652500000.0,2885000000.0,268465400000.0,268465400000.0,58024400000.0,2497662353228.217
